torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,valor_mercado_local,altura_media_local,edad_media_local,proporcion_zurdos_local,valor_mercado_visitante,altura_media_visitante,edad_media_visitante,proporcion_zurdos_visitante,resultado,fecha_encuentro,Hora_encuentro,apuesta_local,apuesta_visitante,apuesta_empate
Campeonato 2017/18,23,6,Belgrano,Arsenal,3,0,57,7,17,11,9,43,1,5,9,0,1,1,0,0,24.474999999999998,1.7940625000000001,25.647058823529413,0.3235294117647059,9.05,1.7755555555555556,24.146341463414632,0.34146341463414637,L,14/4/2018 00:00,17:45:00,1.47,7.89,3.92
Campeonato 2017/18,23,7,Def y Justicia,Racing Club,3,2,37,6,17,14,6,63,7,14,18,9,1,4,0,0,32.725,1.7813636363636363,25.34090909090909,0.2727272727272727,89.025,1.7923809523809524,26.61904761904762,0.21428571428571427,L,14/4/2018 00:00,20:00:00,2.4,2.88,3.32
Campeonato 2017/18,23,8,Union,Tigre,3,3,44,4,15,15,7,56,6,14,11,4,2,3,1,1,23.15,1.7884375000000001,25.09090909090909,0.18181818181818182,15.45,1.8116666666666668,28.523809523809526,0.30952380952380953,E,15/4/2018 00:00,11:00:00,1.87,4.49,3.25
Campeonato 2017/18,23,9,Patronato,Estudiantes (LP),0,1,49,0,12,16,4,51,3,11,11,3,4,3,2,0,11.775,1.7939534883720931,27.674418604651162,0.13953488372093023,30.4,1.7935897435897437,25.743589743589745,0.23076923076923078,V,15/4/2018 00:00,13:15:00,3.8,2.17,2.95
Campeonato 2017/18,23,10,Chacarita,Colon,0,2,58,2,7,11,3,42,5,11,19,6,2,1,0,0,7.95,1.7694117647058825,24.36842105263158,0.21052631578947367,37.3,1.7937142857142858,26.62857142857143,0.22857142857142856,V,15/4/2018 00:00,15:30:00,2.88,2.56,3.07
Campeonato 2017/18,23,11,River Plate,Rosario Central,2,0,62,6,23,9,7,38,2,8,19,5,2,5,0,0,107.15,1.783181818181818,25.227272727272727,0.2727272727272727,33.525,1.7902272727272726,25.177777777777777,0.3111111111111111,L,15/4/2018 00:00,17:45:00,1.52,6.32,4.06
Campeonato 2017/18,23,12,Independiente,Boca Juniors,1,0,46,2,10,14,8,54,3,13,15,5,2,5,0,1,114.825,1.7844,25.64,0.18,122,1.7986363636363636,25.044444444444444,0.17777777777777778,L,15/4/2018 00:00,20:00:00,3.41,2.26,3.05
Campeonato 2017/18,23,13,Newells,Talleres (C),2,1,36,6,14,17,4,64,2,6,7,3,2,0,0,0,23.55,1.779047619047619,25.11627906976744,0.13953488372093023,41.7,1.7573170731707317,24,0.2926829268292683,L,16/4/2018 00:00,19:00:00,3.24,2.39,2.98
Campeonato 2017/18,23,14,Velez,San Lorenzo,2,2,58,4,15,17,5,42,4,17,16,5,4,3,0,0,50.825,1.7816666666666667,24.214285714285715,0.2619047619047619,49.825,1.7837777777777777,25.88888888888889,0.28888888888888886,E,16/4/2018 00:00,21:15:00,2.31,3.24,3.1
Campeonato 2017/18,24,1,Argentinos,Olimpo,1,0,,,,,,,,,,,,,0,0,30.85,1.7892857142857144,25.047619047619047,0.16666666666666666,9.35,1.794102564102564,25.829268292682926,0.21951219512195122,L,20/4/2018 00:00,19:00:00,1.21,14.23,6.2
Campeonato 2017/18,24,2,Estudiantes (LP),Belgrano,0,1,52,4,12,10,1,48,1,6,11,3,1,3,0,0,30.4,1.7935897435897437,25.743589743589745,0.23076923076923078,24.474999999999998,1.7940625000000001,25.647058823529413,0.3235294117647059,V,20/4/2018 00:00,21:15:00,2.41,3.35,2.87
Campeonato 2017/18,24,3,Temperley,Velez,2,4,43,4,11,20,1,57,4,9,14,1,8,1,3,0,10.2,1.7777272727272726,25.367346938775512,0.24489795918367346,50.825,1.7816666666666667,24.214285714285715,0.2619047619047619,V,21/4/2018 00:00,13:15:00,4.45,1.86,3.33
Campeonato 2017/18,24,4,San Martin (SJ),Lanus,1,1,44,3,6,17,2,56,4,10,9,12,3,3,0,0,17.2,1.7711363636363637,25.893617021276597,0.2978723404255319,51.1,1.8061224489795917,26.081632653061224,0.2653061224489796,E,21/4/2018 00:00,13:15:00,2.47,3.06,3.04
Campeonato 2017/18,24,5,Talleres (C),Gimnasia (LP),2,0,60,7,21,14,11,40,0,5,15,4,0,1,0,0,41.7,1.7573170731707317,24,0.2926829268292683,18.075,1.7778723404255319,25.02127659574468,0.2765957446808511,L,21/4/2018 00:00,15:30:00,1.44,8.58,3.98
Campeonato 2017/18,24,6,Banfield,Godoy Cruz,1,1,49,5,12,9,7,51,4,13,13,6,1,1,0,0,21.225,1.79375,24.375,0.175,41.6,1.7944444444444443,23.86111111111111,0.3055555555555556,E,21/4/2018 00:00,17:45:00,2.67,2.76,3.08
Campeonato 2017/18,24,7,San Lorenzo,Chacarita,1,0,47,1,14,11,7,53,2,11,20,3,1,4,0,0,49.825,1.7837777777777777,25.88888888888889,0.28888888888888886,7.95,1.7694117647058825,24.36842105263158,0.21052631578947367,L,21/4/2018 00:00,20:00:00,1.45,7.68,4.1
Campeonato 2017/18,24,8,Tigre,Huracan,0,2,57,5,19,22,7,43,7,17,15,6,7,2,0,0,15.45,1.8116666666666668,28.523809523809526,0.30952380952380953,44.825,1.78,28.1,0.175,V,22/4/2018 00:00,11:00:00,2.37,3.17,3.09
Campeonato 2017/18,24,9,Rosario Central,Racing Club,0,2,45,1,7,20,2,55,6,17,17,3,3,5,0,0,33.525,1.7902272727272726,25.177777777777777,0.3111111111111111,89.025,1.7923809523809524,26.61904761904762,0.21428571428571427,V,22/4/2018 00:00,13:15:00,2.28,3.17,3.26
Campeonato 2017/18,24,10,Atl Tucuman,Union,0,0,58,1,11,9,1,42,1,5,9,3,1,2,0,0,18.95,1.7947727272727272,27.545454545454547,0.22727272727272727,23.15,1.7884375000000001,25.09090909090909,0.18181818181818182,E,22/4/2018 00:00,15:30:00,2.98,2.49,3.07
Campeonato 2017/18,24,11,Arsenal,River Plate,0,3,42,4,13,13,3,58,6,16,19,6,1,4,0,0,9.05,1.7755555555555556,24.146341463414632,0.34146341463414637,107.15,1.783181818181818,25.227272727272727,0.2727272727272727,V,22/4/2018 00:00,17:45:00,6.82,1.47,4.31
Campeonato 2017/18,24,12,Boca Juniors,Newells,3,1,44,5,10,10,0,56,4,7,22,2,3,5,0,0,122,1.7986363636363636,25.044444444444444,0.17777777777777778,23.55,1.779047619047619,25.11627906976744,0.13953488372093023,L,22/4/2018 00:00,20:00:00,1.36,9.61,4.5
Campeonato 2017/18,24,13,Colon,Patronato,4,0,48,8,16,12,5,52,2,9,10,4,2,4,0,0,37.3,1.7937142857142858,26.62857142857143,0.22857142857142856,11.775,1.7939534883720931,27.674418604651162,0.13953488372093023,L,23/4/2018 00:00,19:00:00,1.67,5.5,3.52
Campeonato 2017/18,24,14,Independiente,Def y Justicia,0,1,65,1,12,13,4,35,4,11,20,4,2,4,0,0,114.825,1.7844,25.64,0.18,32.725,1.7813636363636363,25.34090909090909,0.2727272727272727,V,23/4/2018 00:00,21:15:00,2.1,3.65,3.18
Campeonato 2017/18,25,1,Chacarita,Temperley,1,2,74,5,18,8,8,26,3,7,18,3,1,3,0,1,7.95,1.7694117647058825,24.36842105263158,0.21052631578947367,10.2,1.7777272727272726,25.367346938775512,0.24489795918367346,V,27/4/2018 00:00,19:00:00,2.01,3.94,3.22
Campeonato 2017/18,25,2,Godoy Cruz,San Martin (SJ),2,0,42,3,6,21,7,58,1,6,17,1,2,5,0,2,41.6,1.7944444444444443,23.86111111111111,0.3055555555555556,17.2,1.7711363636363637,25.893617021276597,0.2978723404255319,L,27/4/2018 00:00,21:15:00,1.56,5.97,3.85
Campeonato 2017/18,25,3,Def y Justicia,Rosario Central,3,1,34,5,14,6,6,66,6,10,11,7,1,3,0,0,32.725,1.7813636363636363,25.34090909090909,0.2727272727272727,33.525,1.7902272727272726,25.177777777777777,0.3111111111111111,L,28/4/2018 00:00,13:15:00,1.79,4.51,3.55
Campeonato 2017/18,25,4,Velez,Banfield,1,0,62,7,17,13,6,38,1,7,18,5,2,3,0,0,50.825,1.7816666666666667,24.214285714285715,0.2619047619047619,21.225,1.79375,24.375,0.175,L,28/4/2018 00:00,13:15:00,2.06,3.74,3.21
Campeonato 2017/18,25,5,Newells,Independiente,0,1,63,2,19,15,8,37,3,12,8,2,3,2,0,0,23.55,1.779047619047619,25.11627906976744,0.13953488372093023,114.825,1.7844,25.64,0.18,V,28/4/2018 00:00,15:30:00,3.23,2.34,3.06
Campeonato 2017/18,25,6,Lanus,Argentinos,0,0,48,5,11,11,4,52,3,12,20,4,2,4,0,0,51.1,1.8061224489795917,26.081632653061224,0.2653061224489796,30.85,1.7892857142857144,25.047619047619047,0.16666666666666666,E,28/4/2018 00:00,17:45:00,2.83,2.63,3.04
Campeonato 2017/18,25,7,Huracan,Atl Tucuman,3,2,38,5,12,11,5,62,7,17,18,5,2,4,0,1,44.825,1.78,28.1,0.175,18.95,1.7947727272727272,27.545454545454547,0.22727272727272727,L,28/4/2018 00:00,20:00:00,1.58,6.42,3.63
Campeonato 2017/18,25,8,Patronato,San Lorenzo,0,0,45,1,9,18,3,55,8,18,13,5,3,4,1,1,11.775,1.7939534883720931,27.674418604651162,0.13953488372093023,49.825,1.7837777777777777,25.88888888888889,0.28888888888888886,E,29/4/2018 00:00,13:15:00,3.42,2.22,3.11
Campeonato 2017/18,25,9,Belgrano,Colon,1,0,43,6,21,11,11,57,2,12,11,7,1,4,0,0,24.474999999999998,1.7940625000000001,25.647058823529413,0.3235294117647059,37.3,1.7937142857142858,26.62857142857143,0.22857142857142856,L,29/4/2018 00:00,15:30:00,2.12,3.65,3.13
Campeonato 2017/18,25,10,Union,Talleres (C),3,0,33,5,16,18,4,67,4,5,11,4,3,0,0,0,23.15,1.7884375000000001,25.09090909090909,0.18181818181818182,41.7,1.7573170731707317,24,0.2926829268292683,L,30/4/2018 00:00,19:00:00,2.37,3.32,2.92
Campeonato 2017/18,25,11,Olimpo,Tigre,1,5,49,7,15,14,6,51,7,19,9,4,2,1,0,0,9.35,1.794102564102564,25.829268292682926,0.21951219512195122,15.45,1.8116666666666668,28.523809523809526,0.30952380952380953,V,30/4/2018 00:00,21:15:00,4.52,1.77,3.58
Campeonato 2017/18,25,12,Racing Club,Arsenal,2,0,68,4,16,5,13,32,0,6,19,2,2,5,0,0,89.025,1.7923809523809524,26.61904761904762,0.21428571428571427,9.05,1.7755555555555556,24.146341463414632,0.34146341463414637,L,9/5/2018 00:00,17:00:00,1.15,16.03,7.65
Campeonato 2017/18,25,13,Gimnasia (LP),Boca Juniors,2,2,48,3,13,22,8,52,3,6,16,1,3,3,0,0,18.075,1.7778723404255319,25.02127659574468,0.2765957446808511,122,1.7986363636363636,25.044444444444444,0.17777777777777778,E,9/5/2018 00:00,19:15:00,5.78,1.68,3.36
Campeonato 2017/18,25,14,River Plate,Estudiantes (LP),2,0,58,9,23,10,7,42,4,14,11,10,2,2,0,0,107.15,1.783181818181818,25.227272727272727,0.2727272727272727,30.4,1.7935897435897437,25.743589743589745,0.23076923076923078,L,11/5/2018 00:00,16:45:00,1.5,6.98,3.95
Campeonato 2017/18,26,1,San Martin (SJ),Velez,0,2,45,3,10,16,0,55,7,15,21,5,2,2,0,0,17.2,1.7711363636363637,25.893617021276597,0.2978723404255319,50.825,1.7816666666666667,24.214285714285715,0.2619047619047619,V,4/5/2018 00:00,19:00:00,3.37,2.19,3.23
Campeonato 2017/18,26,2,San Lorenzo,Belgrano,2,0,47,6,12,14,3,53,3,14,11,7,3,4,0,0,49.825,1.7837777777777777,25.88888888888889,0.28888888888888886,24.474999999999998,1.7940625000000001,25.647058823529413,0.3235294117647059,L,4/5/2018 00:00,21:15:00,2.27,3.34,3.05
Campeonato 2017/18,26,3,Arsenal,Rosario Central,4,0,44,9,23,12,4,56,4,16,12,9,1,2,0,1,9.05,1.7755555555555556,24.146341463414632,0.34146341463414637,33.525,1.7902272727272726,25.177777777777777,0.3111111111111111,L,5/5/2018 00:00,13:15:00,3.74,2,3.33
Campeonato 2017/18,26,4,Argentinos,Godoy Cruz,1,2,67,6,18,11,7,33,5,10,16,8,1,1,0,0,30.85,1.7892857142857144,25.047619047619047,0.16666666666666666,41.6,1.7944444444444443,23.86111111111111,0.3055555555555556,V,5/5/2018 00:00,13:15:00,2.16,3.52,3.12
Campeonato 2017/18,26,5,Newells,Def y Justicia,1,0,44,2,11,15,6,56,0,10,11,2,4,1,0,0,23.55,1.779047619047619,25.11627906976744,0.13953488372093023,32.725,1.7813636363636363,25.34090909090909,0.2727272727272727,L,5/5/2018 00:00,15:30:00,3.01,2.44,3.1
Campeonato 2017/18,26,6,Talleres (C),Huracan,0,0,67,6,18,14,9,33,3,12,16,6,2,5,0,0,41.7,1.7573170731707317,24,0.2926829268292683,44.825,1.78,28.1,0.175,E,5/5/2018 00:00,17:45:00,1.85,4.5,3.32
Campeonato 2017/18,26,7,Atl Tucuman,Olimpo,1,1,55,4,13,18,9,45,5,13,16,8,0,3,0,0,18.95,1.7947727272727272,27.545454545454547,0.22727272727272727,9.35,1.794102564102564,25.829268292682926,0.21951219512195122,E,5/5/2018 00:00,20:00:00,1.27,10,5.62
Campeonato 2017/18,26,8,Temperley,Patronato,1,2,53,4,15,22,1,47,4,12,15,6,3,3,0,1,10.2,1.7777272727272726,25.367346938775512,0.24489795918367346,11.775,1.7939534883720931,27.674418604651162,0.13953488372093023,V,6/5/2018 00:00,11:00:00,2.77,2.69,3
Campeonato 2017/18,26,9,Independiente,Gimnasia (LP),2,2,65,2,7,7,8,35,5,13,17,2,2,3,1,0,114.825,1.7844,25.64,0.18,18.075,1.7778723404255319,25.02127659574468,0.2765957446808511,E,6/5/2018 00:00,13:15:00,1.41,7.79,4.2
Campeonato 2017/18,26,10,Tigre,Lanus,0,0,51,6,15,18,3,49,2,16,14,5,1,2,0,0,15.45,1.8116666666666668,28.523809523809526,0.30952380952380953,51.1,1.8061224489795917,26.081632653061224,0.2653061224489796,E,6/5/2018 00:00,15:30:00,1.92,3.83,3.45
Campeonato 2017/18,26,11,Boca Juniors,Union,2,0,59,4,10,5,7,41,2,13,12,4,0,0,0,0,122,1.7986363636363636,25.044444444444444,0.17777777777777778,23.15,1.7884375000000001,25.09090909090909,0.18181818181818182,L,6/5/2018 00:00,17:45:00,1.61,5.57,3.7
Campeonato 2017/18,26,12,Estudiantes (LP),Racing Club,1,2,53,4,14,13,14,47,3,10,14,0,3,1,0,1,30.4,1.7935897435897437,25.743589743589745,0.23076923076923078,89.025,1.7923809523809524,26.61904761904762,0.21428571428571427,V,6/5/2018 00:00,20:00:00,2.41,3.09,3.05
Campeonato 2017/18,26,13,Banfield,Chacarita,2,1,48,2,16,18,6,52,2,8,17,5,2,1,0,0,21.225,1.79375,24.375,0.175,7.95,1.7694117647058825,24.36842105263158,0.21052631578947367,L,7/5/2018 00:00,19:00:00,1.59,6.09,3.66
Campeonato 2017/18,26,14,Colon,River Plate,0,0,39,2,16,12,7,61,6,15,15,6,1,2,0,0,37.3,1.7937142857142858,26.62857142857143,0.22857142857142856,107.15,1.783181818181818,25.227272727272727,0.2727272727272727,E,7/5/2018 00:00,21:15:00,3.59,2.06,3.27
Campeonato 2017/18,27,1,Chacarita,San Martin (SJ),1,4,58,4,17,15,2,42,6,17,10,1,3,3,0,0,7.95,1.7694117647058825,24.36842105263158,0.21052631578947367,17.2,1.7711363636363637,25.893617021276597,0.2978723404255319,V,11/5/2018 00:00,19:00:00,3.21,2.28,3.2
Campeonato 2017/18,27,2,Lanus,Atl Tucuman,0,0,57,3,15,9,4,43,0,9,14,5,1,3,0,0,51.1,1.8061224489795917,26.081632653061224,0.2653061224489796,18.95,1.7947727272727272,27.545454545454547,0.22727272727272727,E,11/5/2018 00:00,21:15:00,1.73,4.93,3.55
Campeonato 2017/18,27,3,Huracan,Boca Juniors,3,3,49,12,31,13,6,51,7,16,15,9,3,3,0,0,44.825,1.78,28.1,0.175,122,1.7986363636363636,25.044444444444444,0.17777777777777778,E,12/5/2018 00:00,11:00:00,1.67,5.43,3.55
Campeonato 2017/18,27,4,Patronato,Banfield,0,0,49,4,12,15,1,51,4,18,12,5,3,2,0,0,11.775,1.7939534883720931,27.674418604651162,0.13953488372093023,21.225,1.79375,24.375,0.175,E,12/5/2018 00:00,13:15:00,2.6,2.87,3
Campeonato 2017/18,27,5,Def y Justicia,Arsenal,2,0,58,5,16,14,7,42,2,7,10,2,3,3,0,0,32.725,1.7813636363636363,25.34090909090909,0.2727272727272727,9.05,1.7755555555555556,24.146341463414632,0.34146341463414637,L,12/5/2018 00:00,15:30:00,1.29,11.22,4.99
Campeonato 2017/18,27,6,Olimpo,Talleres (C),2,2,49,5,12,21,7,51,5,16,14,5,4,1,0,0,9.35,1.794102564102564,25.829268292682926,0.21951219512195122,41.7,1.7573170731707317,24,0.2926829268292683,E,12/5/2018 00:00,15:30:00,7.97,1.39,4.49
Campeonato 2017/18,27,7,Union,Independiente,1,0,38,4,7,13,4,62,1,5,14,4,1,6,0,0,23.15,1.7884375000000001,25.09090909090909,0.18181818181818182,114.825,1.7844,25.64,0.18,L,12/5/2018 00:00,17:45:00,2.51,2.9,3.13
Campeonato 2017/18,27,8,Belgrano,Temperley,2,3,58,8,27,14,4,42,3,8,16,2,4,6,0,0,24.474999999999998,1.7940625000000001,25.647058823529413,0.3235294117647059,10.2,1.7777272727272726,25.367346938775512,0.24489795918367346,V,12/5/2018 00:00,20:00:00,1.33,9.81,4.73
Campeonato 2017/18,27,9,Godoy Cruz,Tigre,2,0,41,5,12,13,4,59,3,14,15,2,0,1,1,0,41.6,1.7944444444444443,23.86111111111111,0.3055555555555556,15.45,1.8116666666666668,28.523809523809526,0.30952380952380953,L,13/5/2018 00:00,17:45:00,1.8,4.4,3.51
Campeonato 2017/18,27,10,Velez,Argentinos,1,1,64,3,12,19,4,36,2,6,22,3,2,4,0,0,50.825,1.7816666666666667,24.214285714285715,0.2619047619047619,30.85,1.7892857142857144,25.047619047619047,0.16666666666666666,E,13/5/2018 00:00,20:00:00,2.07,3.44,3.45
Campeonato 2017/18,27,11,Racing Club,Colon,1,3,68,7,17,12,12,32,6,9,23,5,1,5,0,0,89.025,1.7923809523809524,26.61904761904762,0.21428571428571427,37.3,1.7937142857142858,26.62857142857143,0.22857142857142856,V,14/5/2018 00:00,19:00:00,1.55,5.76,4.03
Campeonato 2017/18,27,12,Rosario Central,Estudiantes (LP),1,1,58,4,15,19,2,42,4,16,13,5,2,4,0,0,33.525,1.7902272727272726,25.177777777777777,0.3111111111111111,30.4,1.7935897435897437,25.743589743589745,0.23076923076923078,E,14/5/2018 00:00,19:00:00,2.15,3.4,3.31
Campeonato 2017/18,27,13,Gimnasia (LP),Newells,2,0,36,4,19,14,3,64,3,11,17,5,2,2,0,0,18.075,1.7778723404255319,25.02127659574468,0.2765957446808511,23.55,1.779047619047619,25.11627906976744,0.13953488372093023,L,14/5/2018 00:00,21:15:00,2.59,2.89,3.08
Campeonato 2017/18,27,14,River Plate,San Lorenzo,2,0,63,3,15,12,6,37,2,12,15,6,2,3,0,0,107.15,1.783181818181818,25.227272727272727,0.2727272727272727,49.825,1.7837777777777777,25.88888888888889,0.28888888888888886,L,14/5/2018 00:00,21:15:00,1.39,7.5,4.68
Campeonato 2018/19,1,1,Velez,Newells,2,0,46,4,9,16,6,54,2,4,13,4,2,3,0,0,53.3,1.7891176470588235,24.5,0.29411764705882354,24.15,1.7770588235294116,25.372549019607842,0.23529411764705882,L,10/8/2018 00:00,19:00:00,2.16,3.9,2.95
Campeonato 2018/19,1,2,Tigre,San Lorenzo,2,2,52,4,13,12,4,48,7,15,13,4,2,2,0,0,25.875,1.7823076923076924,27.65,0.275,65.325,1.7807142857142857,25.142857142857142,0.26785714285714285,E,10/8/2018 00:00,21:00:00,2.43,3.07,3.1
Campeonato 2018/19,1,3,Gimnasia (LP),Argentinos,1,0,33,1,1,21,3,67,3,11,16,4,3,2,0,0,21.25,1.774,24.82,0.28,32.525,1.7749019607843137,24.784313725490197,0.19607843137254902,L,11/8/2018 00:00,13:15:00,2.73,2.83,2.95
Campeonato 2018/19,1,4,Union,Aldosivi,1,0,50,3,12,14,11,50,0,4,17,2,1,2,0,0,26.6,1.7907499999999998,25.125,0.175,17.55,1.7830303030303032,27.11764705882353,0.20588235294117646,L,11/8/2018 00:00,15:30:00,1.6,6.62,3.57
Campeonato 2018/19,1,5,Patronato,Colon,0,0,45,4,14,14,9,55,5,16,13,6,1,2,0,0,12.875,1.7982608695652174,27.170212765957448,0.1276595744680851,43.825,1.7880851063829788,26.170212765957448,0.23404255319148937,E,11/8/2018 00:00,17:45:00,2.72,2.89,2.92
Campeonato 2018/19,1,6,Belgrano,San Martin (SJ),0,0,51,4,10,13,9,49,4,15,16,4,2,3,0,0,25.9,1.7990384615384616,25.11111111111111,0.2777777777777778,12.35,1.7753658536585368,28.195121951219512,0.34146341463414637,E,11/8/2018 00:00,20:00:00,1.79,5.03,3.33
Campeonato 2018/19,1,7,Boca Juniors,Talleres (C),1,0,45,7,16,13,12,55,2,10,13,2,2,1,0,0,201.05,1.7908928571428573,24.875,0.17857142857142858,47.775,1.7659183673469387,23.897959183673468,0.2653061224489796,L,12/8/2018 00:00,11:00:00,1.51,7.29,3.82
Campeonato 2018/19,1,8,Godoy Cruz,Estudiantes (LP),1,0,31,3,7,11,7,69,5,20,13,10,3,4,1,0,41.525,1.7967346938775512,23.11764705882353,0.23529411764705882,32,1.7927659574468087,25.127659574468087,0.19148936170212766,L,12/8/2018 00:00,13:15:00,2.31,3.47,2.96
Campeonato 2018/19,1,9,Lanus,Def y Justicia,2,2,41,4,8,18,8,59,2,9,13,5,1,3,0,0,54.475,1.7970212765957445,24.93617021276596,0.23404255319148937,59.825,1.782264150943396,25.88679245283019,0.2641509433962264,E,12/8/2018 00:00,15:30:00,2.91,2.68,2.92
Campeonato 2018/19,1,10,Rosario Central,Banfield,1,0,57,4,13,22,9,43,0,5,22,6,3,4,0,0,34.15,1.7823529411764707,24.846153846153847,0.36538461538461536,30.175,1.7897500000000002,25.25,0.125,L,12/8/2018 00:00,17:45:00,1.8,5.04,3.3
Campeonato 2018/19,1,11,Huracan,River Plate,0,0,37,3,9,14,4,63,2,6,14,2,1,3,0,0,33.3,1.7921739130434782,27.291666666666668,0.16666666666666666,148.575,1.7770454545454546,25.34090909090909,0.20454545454545456,E,12/8/2018 00:00,20:00:00,5.16,1.72,3.54
Campeonato 2018/19,1,12,Atl Tucuman,Racing Club,2,2,44,4,16,12,3,56,6,14,13,3,4,5,0,0,21.9,1.802142857142857,27.69047619047619,0.16666666666666666,79.225,1.788,26.24,0.2,E,13/8/2018 00:00,21:00:00,3.03,2.44,3.14
Campeonato 2018/19,1,13,Independiente,San Martin (T),4,0,53,6,16,14,3,47,1,12,20,7,2,3,0,0,107.65,1.7812765957446808,25.893617021276597,0.1702127659574468,12.95,1.7870212765957445,27.361702127659573,0.2978723404255319,L,7/11/2018 00:00,20:15:00,1.4,8.6,4.3
Campeonato 2018/19,2,1,Talleres (C),Rosario Central,0,1,56,2,13,12,4,44,1,6,14,2,2,3,0,0,47.775,1.7659183673469387,23.897959183673468,0.2653061224489796,34.15,1.7823529411764707,24.846153846153847,0.36538461538461536,V,17/8/2018 00:00,19:00:00,2.41,3.35,2.9
Campeonato 2018/19,2,2,Newells,Independiente,2,2,45,4,13,15,3,55,5,10,13,5,2,4,1,0,24.15,1.7770588235294116,25.372549019607842,0.23529411764705882,107.65,1.7812765957446808,25.893617021276597,0.1702127659574468,E,17/8/2018 00:00,21:00:00,3.02,2.6,2.92
Campeonato 2018/19,2,3,Def y Justicia,Atl Tucuman,1,1,65,3,14,14,14,35,5,8,14,3,4,1,0,1,59.825,1.782264150943396,25.88679245283019,0.2641509433962264,21.9,1.802142857142857,27.69047619047619,0.16666666666666666,E,18/8/2018 00:00,13:15:00,2,4.17,3.1
Campeonato 2018/19,2,4,Banfield,Gimnasia (LP),1,0,40,6,12,11,2,60,3,17,18,8,1,4,0,0,30.175,1.7897500000000002,25.25,0.125,21.25,1.774,24.82,0.28,L,18/8/2018 00:00,15:30:00,2.32,3.36,3.01
Campeonato 2018/19,2,5,Argentinos,Godoy Cruz,0,0,63,3,18,20,7,37,0,3,13,1,3,4,0,0,32.525,1.7749019607843137,24.784313725490197,0.19607843137254902,41.525,1.7967346938775512,23.11764705882353,0.23529411764705882,E,18/8/2018 00:00,17:45:00,2.32,3.39,2.99
Campeonato 2018/19,2,6,River Plate,Belgrano,0,0,79,7,27,10,12,21,0,4,13,1,0,3,0,0,148.575,1.7770454545454546,25.34090909090909,0.20454545454545456,25.9,1.7990384615384616,25.11111111111111,0.2777777777777778,E,18/8/2018 00:00,20:00:00,1.44,7.9,4.16
Campeonato 2018/19,2,7,San Martin (SJ),Patronato,1,0,57,5,13,18,4,43,4,13,15,8,5,4,0,0,12.35,1.7753658536585368,28.195121951219512,0.34146341463414637,12.875,1.7982608695652174,27.170212765957448,0.1276595744680851,L,19/8/2018 00:00,11:00:00,2.19,3.7,2.99
Campeonato 2018/19,2,8,Colon,Tigre,2,2,49,5,11,17,2,51,5,15,20,8,2,2,0,0,43.825,1.7880851063829788,26.170212765957448,0.23404255319148937,25.875,1.7823076923076924,27.65,0.275,E,19/8/2018 00:00,13:15:00,2.16,3.63,3.09
Campeonato 2018/19,2,9,Aldosivi,Huracan,2,1,55,6,23,12,5,45,2,10,15,4,3,1,0,0,17.55,1.7830303030303032,27.11764705882353,0.20588235294117646,33.3,1.7921739130434782,27.291666666666668,0.16666666666666666,L,19/8/2018 00:00,15:30:00,2.96,2.67,2.87
Campeonato 2018/19,2,10,San Lorenzo,Lanus,2,2,45,5,13,15,5,55,5,17,12,7,4,2,0,0,65.325,1.7807142857142857,25.142857142857142,0.26785714285714285,54.475,1.7970212765957445,24.93617021276596,0.23404255319148937,E,19/8/2018 00:00,17:45:00,2.18,3.69,3.04
Campeonato 2018/19,2,11,Racing Club,Velez,2,0,41,4,10,8,6,59,1,9,17,10,2,3,0,0,79.225,1.788,26.24,0.2,53.3,1.7891176470588235,24.5,0.29411764705882354,L,19/8/2018 00:00,20:00:00,1.96,4.37,3.14
Campeonato 2018/19,2,12,Estudiantes (LP),Boca Juniors,2,0,50,5,9,20,3,50,4,13,23,8,3,5,0,0,32,1.7927659574468087,25.127659574468087,0.19148936170212766,201.05,1.7908928571428573,24.875,0.17857142857142858,L,20/8/2018 00:00,15:30:00,4.45,1.96,3.09
Campeonato 2018/19,2,13,San Martin (T),Union,1,1,45,3,12,7,2,55,4,15,12,7,2,2,0,0,12.95,1.7870212765957445,27.361702127659573,0.2978723404255319,26.6,1.7907499999999998,25.125,0.175,E,20/8/2018 00:00,17:45:00,3.01,2.62,2.9
Campeonato 2018/19,3,1,Patronato,Racing Club,0,3,37,4,11,14,4,63,4,13,15,4,3,4,0,0,12.875,1.7982608695652174,27.170212765957448,0.1276595744680851,79.225,1.788,26.24,0.2,V,24/8/2018 00:00,19:00:00,3.31,2.34,3.02
Campeonato 2018/19,3,2,Belgrano,Estudiantes (LP),2,1,44,9,16,14,10,56,3,13,14,5,2,4,0,0,25.9,1.7990384615384616,25.11111111111111,0.2777777777777778,32,1.7927659574468087,25.127659574468087,0.19148936170212766,L,24/8/2018 00:00,19:00:00,2.16,3.86,2.96
