torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,valor_mercado_local,altura_media_local,edad_media_local,proporcion_zurdos_local,valor_mercado_visitante,altura_media_visitante,edad_media_visitante,proporcion_zurdos_visitante,resultado,fecha_encuentro,Hora_encuentro,apuesta_local,apuesta_visitante,apuesta_empate
Campeonato 2015,20,2,Belgrano,Tigre,1,0,,,,,,,,,,,,,,,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,L,14/8/2015 00:00,20:00:00,1.93,4.29,3.14
Campeonato 2015,20,3,Independiente,Def y Justicia,1,0,,,,,,,,,,,,,,,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,12.05,1.7768888888888887,25.46,0.24,L,14/8/2015 00:00,21:10:00,1.64,5.5,3.57
Campeonato 2015,20,4,Nueva Chicago,Huracan,3,0,,,,,,,,,,,,,,,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,L,15/8/2015 00:00,15:00:00,3.31,2.33,2.95
Campeonato 2015,20,5,Godoy Cruz,Banfield,1,2,,,,,,,,,,,,,,,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,V,15/8/2015 00:00,16:00:00,2.37,3.19,3.02
Campeonato 2015,20,6,Aldosivi,Colon,1,1,,,,,,,,,,,,,,,8.725,1.7903703703703704,28.1,0.23333333333333334,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,E,15/8/2015 00:00,17:10:00,2.06,3.95,3.04
Campeonato 2015,20,7,Union,Racing Club,1,2,,,,,,,,,,,,,,,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,V,15/8/2015 00:00,18:10:00,2.99,2.47,3.01
Campeonato 2015,20,8,Lanus,Estudiantes (LP),0,0,,,,,,,,,,,,,,,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,E,15/8/2015 00:00,20:30:00,2.47,3.13,2.92
Campeonato 2015,20,9,Gimnasia (LP),Argentinos,4,2,,,,,,,,,,,,,,,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,L,16/8/2015 00:00,16:00:00,1.57,6.47,3.59
Campeonato 2015,20,10,San Lorenzo,Crucero (M),2,1,,,,,,,,,,,,,,,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,4.4,1.7875,25.697674418604652,0.093023256,L,16/8/2015 00:00,16:00:00,1.31,10.11,4.87
Campeonato 2015,20,11,Velez,Atl Rafaela,2,2,,,,,,,,,,,,,,,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,E,16/8/2015 00:00,18:15:00,1.94,4.12,3.19
Campeonato 2015,20,12,Newells,Temperley,0,0,,,,,,,,,,,,,,,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,E,16/8/2015 00:00,19:20:00,1.8,5,3.23
Campeonato 2015,20,13,Arsenal,Boca Juniors,1,2,,,,,,,,,,,,,,,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,80.925,1.7951020408163267,24.92,0.2,V,16/8/2015 00:00,21:30:00,7.89,1.46,3.99
Campeonato 2015,20,14,River Plate,San Martin (SJ),0,1,,,,,,,,,,,,,,,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,11.25,1.78,26.153846153846153,0.20512820512820512,V,17/8/2015 00:00,18:00:00,1.3,10.64,4.9
Campeonato 2015,20,15,Quilmes,Rosario Central,3,1,,,,,,,,,,,,,,,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,L,17/8/2015 00:00,21:10:00,3.41,2.25,2.99
Campeonato 2015,21,1,Atl Rafaela,Newells,1,1,,,,,,,,,,,,,,,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,E,21/8/2015 00:00,20:00:00,2.94,2.58,2.97
Campeonato 2015,21,2,Banfield,Gimnasia (LP),1,0,,,,,,,,,,,,,,,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,L,21/8/2015 00:00,21:10:00,2.43,3,3.08
Campeonato 2015,21,3,Olimpo,Quilmes,0,1,,,,,,,,,,,,,,,12.97,1.791086956521739,25.020833333333332,0.25,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,V,22/8/2015 00:00,15:00:00,2.29,3.46,2.92
Campeonato 2015,21,4,Racing Club,Arsenal,2,1,,,,,,,,,,,,,,,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,L,22/8/2015 00:00,16:30:00,1.44,7.54,4.13
Campeonato 2015,21,5,Colon,Velez,0,0,,,,,,,,,,,,,,,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,E,22/8/2015 00:00,17:10:00,2.56,2.99,2.92
Campeonato 2015,21,6,San Martin (SJ),Independiente,1,1,,,,,,,,,,,,,,,11.25,1.78,26.153846153846153,0.20512820512820512,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,E,22/8/2015 00:00,18:10:00,2.57,2.96,2.97
Campeonato 2015,21,7,Argentinos,San Lorenzo,2,3,,,,,,,,,,,,,,,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,V,22/8/2015 00:00,20:30:00,4.22,1.97,3.11
Campeonato 2015,21,8,Crucero (M),Nueva Chicago,0,1,,,,,,,,,,,,,,,4.4,1.7875,25.697674418604652,0.093023256,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,V,23/8/2015 00:00,15:10:00,2.08,3.83,3.03
Campeonato 2015,21,9,Rosario Central,Belgrano,3,1,,,,,,,,,,,,,,,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,L,23/8/2015 00:00,16:00:00,2.18,3.62,2.98
Campeonato 2015,21,10,Huracan,Lanus,0,0,,,,,,,,,,,,,,,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,E,23/8/2015 00:00,16:00:00,2.86,2.6,2.98
Campeonato 2015,21,11,Tigre,Union,2,1,,,,,,,,,,,,,,,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,L,23/8/2015 00:00,17:20:00,1.87,4.42,3.23
Campeonato 2015,21,12,Boca Juniors,Godoy Cruz,2,0,,,,,,,,,,,,,,,80.925,1.7951020408163267,24.92,0.2,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,L,23/8/2015 00:00,18:15:00,1.38,8.75,4.38
Campeonato 2015,21,13,Estudiantes (LP),River Plate,2,1,,,,,,,,,,,,,,,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,L,23/8/2015 00:00,21:30:00,3.04,2.58,2.84
Campeonato 2015,21,14,Def y Justicia,Aldosivi,4,0,,,,,,,,,,,,,,,12.05,1.7768888888888887,25.46,0.24,8.725,1.7903703703703704,28.1,0.23333333333333334,L,24/8/2015 00:00,20:00:00,1.91,4.11,3.31
Campeonato 2015,21,15,Temperley,Sarmiento (J),0,0,,,,,,,,,,,,,,,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,E,24/8/2015 00:00,21:10:00,2.56,3.15,2.77
Campeonato 2015,22,1,Argentinos,Crucero (M),4,0,,,,,,,,,,,,,,,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,4.4,1.7875,25.697674418604652,0.093023256,L,28/8/2015 00:00,21:10:00,2.01,4.02,3.09
Campeonato 2015,22,2,Quilmes,Temperley,0,0,,,,,,,,,,,,,,,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,E,29/8/2015 00:00,16:00:00,1.91,4.47,3.11
Campeonato 2015,22,3,Aldosivi,San Martin (SJ),2,0,,,,,,,,,,,,,,,8.725,1.7903703703703704,28.1,0.23333333333333334,11.25,1.78,26.153846153846153,0.20512820512820512,L,29/8/2015 00:00,17:10:00,2.31,3.34,2.99
Campeonato 2015,22,4,Gimnasia (LP),Boca Juniors,1,2,,,,,,,,,,,,,,,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,80.925,1.7951020408163267,24.92,0.2,V,29/8/2015 00:00,18:15:00,3.17,2.38,2.99
Campeonato 2015,22,5,Velez,Def y Justicia,2,1,,,,,,,,,,,,,,,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,12.05,1.7768888888888887,25.46,0.24,L,29/8/2015 00:00,20:30:00,2.53,2.89,3.03
Campeonato 2015,22,6,Newells,Colon,0,1,,,,,,,,,,,,,,,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,V,29/8/2015 00:00,20:30:00,1.68,5.69,3.37
Campeonato 2015,22,7,Arsenal,Tigre,2,0,,,,,,,,,,,,,,,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,L,30/8/2015 00:00,15:10:00,3.05,2.49,2.94
Campeonato 2015,22,8,San Lorenzo,Banfield,0,0,,,,,,,,,,,,,,,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,E,30/8/2015 00:00,16:10:00,1.85,4.46,3.26
Campeonato 2015,22,9,Sarmiento (J),Atl Rafaela,0,1,,,,,,,,,,,,,,,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,V,30/8/2015 00:00,17:20:00,2.09,3.83,3.02
Campeonato 2015,22,10,River Plate,Huracan,1,1,,,,,,,,,,,,,,,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,E,30/8/2015 00:00,18:15:00,1.38,8.65,4.4
Campeonato 2015,22,11,Union,Rosario Central,0,1,,,,,,,,,,,,,,,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,V,30/8/2015 00:00,19:30:00,3.23,2.37,2.99
Campeonato 2015,22,12,Independiente,Estudiantes (LP),1,1,,,,,,,,,,,,,,,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,E,30/8/2015 00:00,21:30:00,2.27,3.56,2.87
Campeonato 2015,22,13,Belgrano,Olimpo,0,0,,,,,,,,,,,,,,,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,12.97,1.791086956521739,25.020833333333332,0.25,E,31/8/2015 00:00,20:10:00,1.72,5.36,3.31
Campeonato 2015,22,14,Lanus,Nueva Chicago,1,0,,,,,,,,,,,,,,,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,L,31/8/2015 00:00,21:10:00,1.46,8.17,3.84
Campeonato 2015,22,15,Godoy Cruz,Racing Club,1,2,,,,,,,,,,,,,,,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,V,,,,,
Campeonato 2015,23,1,Tigre,Godoy Cruz,2,1,,,,,,,,,,,,,,,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,L,4/9/2015 00:00,19:10:00,1.95,4.27,3.11
Campeonato 2015,23,2,Banfield,Argentinos,1,1,,,,,,,,,,,,,,,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,E,4/9/2015 00:00,19:10:00,1.72,5.05,3.43
Campeonato 2015,23,3,Crucero (M),Lanus,1,3,,,,,,,,,,,,,,,4.4,1.7875,25.697674418604652,0.093023256,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,V,5/9/2015 00:00,15:10:00,3.94,2.01,3.13
Campeonato 2015,23,4,Rosario Central,Arsenal,1,0,,,,,,,,,,,,,,,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,L,5/9/2015 00:00,16:45:00,1.55,6.46,3.76
Campeonato 2015,23,5,Colon,Sarmiento (J),0,1,,,,,,,,,,,,,,,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,V,5/9/2015 00:00,17:20:00,2.61,3.05,2.79
Campeonato 2015,23,6,Huracan,Independiente,1,1,,,,,,,,,,,,,,,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,E,5/9/2015 00:00,18:10:00,3.09,2.46,2.97
Campeonato 2015,23,7,Def y Justicia,Newells,1,0,,,,,,,,,,,,,,,12.05,1.7768888888888887,25.46,0.24,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,L,5/9/2015 00:00,19:00:00,2.3,3.23,3.08
Campeonato 2015,23,8,Temperley,Belgrano,2,1,,,,,,,,,,,,,,,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,L,5/9/2015 00:00,20:30:00,3.43,2.3,2.91
Campeonato 2015,23,9,Nueva Chicago,River Plate,1,4,,,,,,,,,,,,,,,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,V,6/9/2015 00:00,16:00:00,5.57,1.66,3.55
Campeonato 2015,23,10,San Martin (SJ),Velez,3,1,,,,,,,,,,,,,,,11.25,1.78,26.153846153846153,0.20512820512820512,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,L,6/9/2015 00:00,17:10:00,2.25,3.4,3.02
Campeonato 2015,23,11,Boca Juniors,San Lorenzo,0,1,,,,,,,,,,,,,,,80.925,1.7951020408163267,24.92,0.2,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,V,6/9/2015 00:00,18:15:00,1.95,4.16,3.16
Campeonato 2015,23,12,Olimpo,Union,0,0,,,,,,,,,,,,,,,12.97,1.791086956521739,25.020833333333332,0.25,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,E,6/9/2015 00:00,19:20:00,2,4.09,3.08
Campeonato 2015,23,13,Racing Club,Gimnasia (LP),2,0,,,,,,,,,,,,,,,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,L,6/9/2015 00:00,21:30:00,2.19,3.49,3.06
Campeonato 2015,23,14,Atl Rafaela,Quilmes,2,4,,,,,,,,,,,,,,,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,V,7/9/2015 00:00,20:00:00,2.26,3.33,3.06
Campeonato 2015,23,15,Estudiantes (LP),Aldosivi,2,1,,,,,,,,,,,,,,,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,8.725,1.7903703703703704,28.1,0.23333333333333334,L,7/9/2015 00:00,21:10:00,1.56,6.94,3.57
Campeonato 2015,24,1,Def y Justicia,Arsenal,1,0,,,,,,,,,,,,,,,12.05,1.7768888888888887,25.46,0.24,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,L,11/9/2015 00:00,21:10:00,1.75,4.87,3.43
Campeonato 2015,24,2,Nueva Chicago,Argentinos,1,2,,,,,,,,,,,,,,,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,V,12/9/2015 00:00,14:00:00,2.68,2.82,2.91
Campeonato 2015,24,3,Independiente,Racing Club,3,0,,,,,,,,,,,,,,,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,L,12/9/2015 00:00,16:10:00,2.46,3.06,2.95
Campeonato 2015,24,4,San Martin (SJ),Godoy Cruz,1,2,,,,,,,,,,,,,,,11.25,1.78,26.153846153846153,0.20512820512820512,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,V,12/9/2015 00:00,16:10:00,2.34,3.27,2.96
Campeonato 2015,24,5,Huracan,San Lorenzo,1,0,,,,,,,,,,,,,,,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,L,12/9/2015 00:00,18:10:00,3.49,2.17,3.08
Campeonato 2015,24,6,Olimpo,Sarmiento (J),1,0,,,,,,,,,,,,,,,12.97,1.791086956521739,25.020833333333332,0.25,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,L,12/9/2015 00:00,18:20:00,2.38,3.45,2.82
Campeonato 2015,24,7,Atl Rafaela,Belgrano,1,1,,,,,,,,,,,,,,,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,E,12/9/2015 00:00,20:30:00,2.96,2.48,3.03
Campeonato 2015,24,8,Tigre,Velez,3,0,,,,,,,,,,,,,,,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,L,12/9/2015 00:00,21:30:00,1.84,4.53,3.19
Campeonato 2015,24,9,Rosario Central,Newells,0,0,,,,,,,,,,,,,,,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,E,13/9/2015 00:00,15:10:00,1.97,4.15,3.1
Campeonato 2015,24,10,Estudiantes (LP),Gimnasia (LP),1,1,,,,,,,,,,,,,,,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,E,13/9/2015 00:00,16:00:00,2.24,3.51,2.98
Campeonato 2015,24,11,Colon,Union,0,0,,,,,,,,,,,,,,,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,E,13/9/2015 00:00,16:40:00,2.77,2.77,2.89
Campeonato 2015,24,12,River Plate,Boca Juniors,0,1,,,,,,,,,,,,,,,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,80.925,1.7951020408163267,24.92,0.2,V,13/9/2015 00:00,18:15:00,2.42,3.18,2.95
Campeonato 2015,24,13,Lanus,Banfield,0,1,,,,,,,,,,,,,,,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,V,13/9/2015 00:00,21:30:00,2.21,3.43,3.03
Campeonato 2015,24,14,Aldosivi,Crucero (M),2,0,,,,,,,,,,,,,,,8.725,1.7903703703703704,28.1,0.23333333333333334,4.4,1.7875,25.697674418604652,0.093023256,L,14/9/2015 00:00,18:00:00,1.7,5.05,3.51
Campeonato 2015,24,15,Temperley,Quilmes,0,0,,,,,,,,,,,,,,,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,E,14/9/2015 00:00,21:10:00,2.57,3.04,2.85
Campeonato 2015,25,1,Sarmiento (J),Def y Justicia,2,1,,,,,,,,,,,,,,,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,12.05,1.7768888888888887,25.46,0.24,L,18/9/2015 00:00,21:10:00,2.67,2.91,2.87
Campeonato 2015,25,2,Aldosivi,Huracan,0,0,,,,,,,,,,,,,,,8.725,1.7903703703703704,28.1,0.23333333333333334,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,E,19/9/2015 00:00,11:00:00,2.48,2.97,3.03
Campeonato 2015,25,3,Godoy Cruz,Rosario Central,1,3,,,,,,,,,,,,,,,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,V,19/9/2015 00:00,16:30:00,2.97,2.54,2.94
Campeonato 2015,25,4,Argentinos,Boca Juniors,1,3,,,,,,,,,,,,,,,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,80.925,1.7951020408163267,24.92,0.2,V,19/9/2015 00:00,16:30:00,5.65,1.66,3.45
Campeonato 2015,25,5,Independiente,Nueva Chicago,2,1,,,,,,,,,,,,,,,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,L,19/9/2015 00:00,18:10:00,1.42,8.35,4.08
Campeonato 2015,25,6,Gimnasia (LP),Tigre,1,1,,,,,,,,,,,,,,,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,E,19/9/2015 00:00,18:45:00,2.08,3.82,3.05
Campeonato 2015,25,7,Newells,San Martin (SJ),1,0,,,,,,,,,,,,,,,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,11.25,1.78,26.153846153846153,0.20512820512820512,L,19/9/2015 00:00,19:00:00,1.69,5.51,3.38
Campeonato 2015,25,8,Velez,Estudiantes (LP),0,1,,,,,,,,,,,,,,,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,V,19/9/2015 00:00,20:30:00,3.49,2.28,2.92
Campeonato 2015,25,9,Arsenal,Olimpo,2,1,,,,,,,,,,,,,,,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,12.97,1.791086956521739,25.020833333333332,0.25,L,20/9/2015 00:00,15:00:00,2.41,3.27,2.88
Campeonato 2015,25,10,Banfield,Crucero (M),2,1,,,,,,,,,,,,,,,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,4.4,1.7875,25.697674418604652,0.093023256,L,20/9/2015 00:00,16:00:00,1.35,9.33,4.63
Campeonato 2015,25,11,Union,Temperley,2,1,,,,,,,,,,,,,,,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,L,20/9/2015 00:00,17:10:00,1.87,4.47,3.23
Campeonato 2015,25,12,River Plate,Lanus,1,1,,,,,,,,,,,,,,,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,E,20/9/2015 00:00,18:15:00,1.61,6.2,3.52
Campeonato 2015,25,13,San Lorenzo,Racing Club,2,1,,,,,,,,,,,,,,,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,L,20/9/2015 00:00,21:30:00,2.14,3.63,3.07
Campeonato 2015,25,14,Belgrano,Atl Rafaela,0,0,,,,,,,,,,,,,,,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,E,21/9/2015 00:00,20:00:00,1.69,5.12,3.55
Campeonato 2015,25,15,Quilmes,Colon,1,0,,,,,,,,,,,,,,,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,L,21/9/2015 00:00,21:10:00,2,3.96,3.12
Campeonato 2015,26,1,Olimpo,Godoy Cruz,1,0,,,,,,,,,,,,,,,12.97,1.791086956521739,25.020833333333332,0.25,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,L,25/9/2015 00:00,21:10:00,2.42,3.34,2.82
Campeonato 2015,26,2,Nueva Chicago,Aldosivi,3,1,,,,,,,,,,,,,,,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,8.725,1.7903703703703704,28.1,0.23333333333333334,L,26/9/2015 00:00,16:00:00,2.68,2.76,2.91
Campeonato 2015,26,3,Atl Rafaela,Union,2,3,,,,,,,,,,,,,,,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,V,26/9/2015 00:00,16:00:00,2.28,3.23,3.09
Campeonato 2015,26,4,Tigre,San Lorenzo,1,1,,,,,,,,,,,,,,,18.5,1.8070731707317074,26.071428571428573,0.23809523809523808,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,E,26/9/2015 00:00,18:10:00,2.93,2.61,2.89
Campeonato 2015,26,5,Colon,Belgrano,0,1,,,,,,,,,,,,,,,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,13.975,1.8192105263157894,26.42105263157895,0.21052631578947367,V,26/9/2015 00:00,18:15:00,3.3,2.39,2.87
Campeonato 2015,26,6,Crucero (M),River Plate,0,1,,,,,,,,,,,,,,,4.4,1.7875,25.697674418604652,0.093023256,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,V,26/9/2015 00:00,20:30:00,7.7,1.44,4.09
Campeonato 2015,26,7,Racing Club,Argentinos,1,0,,,,,,,,,,,,,,,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,12.049999999999999,1.78125,24.70731707317073,0.1951219512195122,L,26/9/2015 00:00,20:30:00,1.43,7.97,4.08
Campeonato 2015,26,8,Rosario Central,Gimnasia (LP),4,0,,,,,,,,,,,,,,,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,14.3,1.779318181818182,24.113636363636363,0.22727272727272727,L,27/9/2015 00:00,16:00:00,2.03,3.88,3.13
Campeonato 2015,26,9,Huracan,Velez,0,0,,,,,,,,,,,,,,,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,28.5,1.7815094339622641,22.69811320754717,0.3018867924528302,E,27/9/2015 00:00,16:00:00,2.18,3.58,3.01
Campeonato 2015,26,10,Def y Justicia,Quilmes,0,1,,,,,,,,,,,,,,,12.05,1.7768888888888887,25.46,0.24,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,V,27/9/2015 00:00,17:10:00,1.92,4.35,3.16
Campeonato 2015,26,11,Boca Juniors,Banfield,3,0,,,,,,,,,,,,,,,80.925,1.7951020408163267,24.92,0.2,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,L,27/9/2015 00:00,18:15:00,1.59,5.82,3.78
Campeonato 2015,26,12,San Martin (SJ),Sarmiento (J),0,1,,,,,,,,,,,,,,,11.25,1.78,26.153846153846153,0.20512820512820512,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,V,27/9/2015 00:00,19:20:00,2.19,3.65,2.95
Campeonato 2015,26,13,Lanus,Independiente,1,1,,,,,,,,,,,,,,,30.62,1.8165853658536586,25.11904761904762,0.2619047619047619,33.525,1.7817021276595744,25.595744680851062,0.2978723404255319,E,27/9/2015 00:00,21:30:00,2.58,3.04,2.84
Campeonato 2015,26,14,Temperley,Arsenal,1,2,,,,,,,,,,,,,,,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,27.25,1.7977083333333335,24.862745098039216,0.19607843137254902,V,28/9/2015 00:00,19:00:00,2.6,2.98,2.85
Campeonato 2015,26,15,Estudiantes (LP),Newells,0,2,,,,,,,,,,,,,,,37.65,1.8029411764705883,24.901960784313726,0.23529411764705882,32.67,1.7793999999999999,24.274509803921568,0.1568627450980392,V,28/9/2015 00:00,21:10:00,2.02,4.2,2.98
